domain,prompt_id,context_position,top_k,temperature_ratio,seed,moment4_tail_tv,moment4_partition_abs_error,moment4_certificate_bound,moment4_certificate_relative_to_true_partition,moment4_bound_to_error_ratio,uniform_tail_tv,moment4_certified,sample6_tail_tv,cache_budget_bytes
ordinary,0,9,8,0.9,20260925,0.00114685446411,0.00108281359232,0.0597095452249,0.343523979187,55.1429595947,0.120014959362,1,0.243770334272,24
ordinary,0,9,8,0.9,20260926,0.00114685446411,0.00108281359232,0.0597095452249,0.343523979187,55.1429595947,0.120014959362,1,0.242122411986,24
ordinary,0,9,8,1.1,20260924,0.000248956554009,0.000583005948097,0.0109417708591,0.0193148273975,18.7678546906,0.156344288292,1,0.408804997491,24
ordinary,0,9,8,1.1,20260925,0.000248956554009,0.000583005948097,0.0109417708591,0.0193148273975,18.7678546906,0.156344288292,1,0.407772656705,24
ordinary,0,9,8,1.1,20260926,0.000248956554009,0.000583005948097,0.0109417708591,0.0193148273975,18.7678546906,0.156344288292,1,0.38461258242,24
ordinary,0,9,32,0.9,20260924,0.00133395442324,0.0010197560717,0.0565862618387,1.19987988472,55.4899978638,0.031465948994,1,0.0659962515501,24
ordinary,0,9,32,0.9,20260925,0.00133395442324,0.0010197560717,0.0565862618387,1.19987988472,55.4899978638,0.031465948994,1,0.0661272378943,24
ordinary,0,9,32,0.9,20260926,0.00133395442324,0.0010197560717,0.0565862618387,1.19987988472,55.4899978638,0.031465948994,1,0.0661523108225,24
ordinary,0,9,32,1.1,20260924,0.000330094840491,0.000555756747304,0.0103693725541,0.0419634282589,18.6581134796,0.0878257198265,1,0.175299598499,24
ordinary,0,9,32,1.1,20260925,0.000330094840491,0.000555756747304,0.0103693725541,0.0419634282589,18.6581134796,0.0878257198265,1,0.177829539925,24
ordinary,0,9,32,1.1,20260926,0.000330094840491,0.000555756747304,0.0103693725541,0.0419634282589,18.6581134796,0.0878257198265,1,0.178470756404,24
